Date,Price,Open,High,Low,Vol_BTC,Vol_USD,retornos
2011-06-05,14,10,14,10,72980.0,"1,021,720",
2011-06-12,18,16,19,16,55090.0,"991,620",0.6
2011-06-19,19,18,24,16,73420.0,"1,394,980",0.125
2011-06-26,17,17,17,17,15050.0,nan,-0.056
2011-07-03,16,16,18,15,31450.0,"503,200",-0.059
2011-07-10,13,15,15,13,52280.0,"679,640",-0.062
2011-07-17,14,14,15,13,49160.0,"688,240",-0.067
2011-07-24,13,13,13,12,75900.0,"986,700",-0.071
2011-07-31,14,14,14,13,31580.0,"442,120",0.077
2011-08-07,13,13,13,12,21750.0,"282,750",-0.071
2011-08-14,,,,,,,0.0
2011-08-21,11,10,11,10,38160.0,"419,760",-0.231
2011-08-28,,,,,,,0.0
2011-09-04,,,,,,,0.0
2011-09-11,,,,,,,0.0
2011-09-18,,,,,,,0.0
2011-09-25,,,,,,,0.0
2011-10-02,,,,,,,0.0
2011-10-09,,,,,,,0.0
2011-10-16,,,,,,,0.0
2011-10-23,,,,,,,0.0
2011-10-30,,,,,,,0.0
2011-11-06,,,,,,,0.0
2011-11-13,,,,,,,0.0
2011-11-20,,,,,,,0.0
2011-11-27,,,,,,,0.0
2011-12-04,,,,,,,0.0
2011-12-11,,,,,,,0.0
2011-12-18,,,,,,,0.0
2011-12-25,,,,,,,0.0
2012-01-01,,,,,,,0.0
2012-01-08,,,,,,,0.0
2012-01-15,,,,,,,0.0
2012-01-22,,,,,,,0.0
2012-01-29,,,,,,,0.0
2012-02-05,,,,,,,0.0
2012-02-12,,,,,,,0.0
2012-02-19,,,,,,,0.0
2012-02-26,,,,,,,0.0
2012-03-04,,,,,,,0.0
2012-03-11,,,,,,,0.0
2012-03-18,,,,,,,0.0
2012-03-25,,,,,,,0.0
2012-04-01,,,,,,,0.0
2012-04-08,,,,,,,0.0
2012-04-15,,,,,,,0.0
2012-04-22,,,,,,,0.0
2012-04-29,,,,,,,0.0
2012-05-06,,,,,,,0.0
2012-05-13,,,,,,,0.0
2012-05-20,,,,,,,0.0
2012-05-27,,,,,,,0.0
2012-06-03,,,,,,,0.0
2012-06-10,,,,,,,0.0
2012-06-17,,,,,,,0.0
2012-06-24,,,,,,,0.0
2012-07-01,,,,,,,0.0
2012-07-08,,,,,,,0.0
2012-07-15,,,,,,,0.0
2012-07-22,,,,,,,0.0
2012-07-29,,,,,,,0.0
2012-08-05,11,10,11,10,61640.0,"678,040",0.0
2012-08-12,11,10,11,10,41650.0,"458,150",0.0
2012-08-19,12,11,12,11,54040.0,"648,480",0.1
2012-08-26,,,,,,,0.0
2012-09-02,,,,,,,0.0
2012-09-09,11,10,11,10,60770.0,"668,470",-0.091
2012-09-16,11,11,11,10,42290.0,"465,190",0.1
2012-09-23,11,11,12,11,26610.0,"292,710",0.0
2012-09-30,12,12,12,11,27290.0,"327,480",0.091
2012-10-07,12,12,12,12,24830.0,"297,960",0.0
2012-10-14,11,11,11,10,97940.0,"1,077,340",-0.083
2012-10-21,11,11,12,11,27100.0,"298,100",0.0
2012-10-28,11,11,11,11,37620.0,"413,820",0.0
2012-11-04,11,10,11,10,40670.0,"447,370",-0.091
2012-11-11,,,,,,,0.0
2012-11-18,11,10,11,10,39220.0,"431,420",0.0
2012-11-25,11,11,11,11,25200.0,"277,200",0.1
2012-12-02,12,12,12,11,35910.0,"430,920",0.091
2012-12-09,12,12,12,12,26760.0,"321,120",0.0
2012-12-16,13,13,13,13,24670.0,"320,710",0.083
2012-12-23,13,13,13,12,63630.0,"827,190",0.0
2012-12-30,13,13,13,13,16690.0,"216,970",0.0
2013-01-06,13,13,13,13,15050.0,"195,650",0.0
2013-01-13,13,13,13,13,25480.0,"331,240",0.0
2013-01-20,14,14,14,14,22100.0,"309,400",0.077
2013-01-27,16,15,17,15,61500.0,"984,000",0.071
2013-02-03,18,17,18,17,57670.0,"1,038,060",0.133
2013-02-10,20,20,21,19,52220.0,"1,044,400",0.176
2013-02-17,24,24,24,23,29530.0,"708,720",0.2
2013-02-24,27,26,27,26,29740.0,"802,980",0.083
2013-03-03,30,29,30,29,26780.0,"803,400",0.115
2013-03-10,36,34,36,34,46770.0,"1,683,720",0.172
2013-03-17,48,46,48,45,41390.0,"1,986,720",0.353
2013-03-24,51,47,52,47,65310.0,"3,330,810",0.022
2013-03-31,73,71,78,69,79740.0,"5,821,020",0.511
2013-04-07,104,93,106,92,90560.0,"9,418,240",0.31
2013-04-14,187,162,194,162,114250.0,"21,364,750",0.742
2013-04-21,82,90,102,71,236670.0,"19,406,940",-0.444
2013-04-28,127,119,127,118,59150.0,"7,512,050",0.322
2013-05-05,144,134,149,133,70210.0,"10,110,240",0.126
2013-05-12,112,116,124,106,150070.0,"16,807,840",-0.134
2013-05-19,118,114,118,114,26180.0,"3,089,240",-0.017
2013-05-26,122,122,123,120,17320.0,"2,113,040",0.07
2013-06-02,129,133,135,124,46830.0,"6,041,070",0.09
2013-06-09,120,122,122,115,28900.0,"3,468,000",-0.083
2013-06-16,106,100,110,95,64319.99999999999,"6,817,920",-0.18
2013-06-23,101,99,102,98,15190.0,"1,534,190",-0.01
2013-06-30,102,107,108,100,28900.0,"2,947,800",0.081
2013-07-07,88,97,98,86,53170.0,"4,678,960",-0.093
2013-07-14,76,76,80,72,58990.0,"4,483,240",-0.216
2013-07-21,98,94,101,93,34510.0,"3,381,980",0.237
2013-07-28,91,92,92,89,9100.0,"828,100",-0.021
2013-08-04,101,98,102,98,24740.0,"2,498,740",0.065
2013-08-11,106,105,107,105,15440.0,"1,636,640",0.071
2013-08-18,106,105,108,103,20080.0,"2,128,480",0.0
2013-08-25,118,113,123,111,53070.0,"6,262,260",0.076
2013-09-01,120,122,123,119,11440.0,"1,372,800",0.08
2013-09-08,144,146,148,142,10650.0,"1,533,600",0.197
2013-09-15,133,126,137,124,29690.0,"3,948,770",-0.137
2013-09-22,139,138,142,137,10610.0,"1,474,790",0.095
2013-09-29,133,134,135,132,6000.0,"798,000",-0.029
2013-10-06,141,143,145,138,14630.0,"2,062,830",0.067
2013-10-13,135,137,139,135,7360.0,"993,600",-0.042
2013-10-20,151,147,153,146,29990.0,"4,528,490",0.073
2013-10-27,192,186,197,183,24100.0,"4,627,200",0.265
2013-11-03,206,206,209,200,11070.0,"2,280,420",0.108
2013-11-10,238,224,239,221,18060.0,"4,298,280",0.087
2013-11-17,363,336,376,321,18000.0,"6,534,000",0.5
2013-11-24,785,528,787,522,72070.0,"56,574,950",0.571
2013-12-01,830,795,850,759,26380.0,"21,895,400",0.506
2013-12-08,1096,1004,1117,975,37050.0,"40,606,800",0.263
2013-12-15,919,804,980,787,27630.0,"25,391,970",-0.199
2013-12-22,759,919,924,714,41330.0,"31,369,470",0.143
2013-12-29,713,639,724,631,15070.0,"10,744,910",-0.305
2014-01-05,804,785,818,781,10480.0,"8,425,920",0.228
2014-01-12,1012,1014,1093,964,23080.0,"23,356,960",0.292
2014-01-19,922,939,949,879,10130.0,"9,339,860",-0.074
2014-01-26,956,954,980,926,10410.0,"9,951,960",0.016
2014-02-02,943,1007,1021,937,8330.0,"7,855,190",0.056
2014-02-09,931,953,959,931,2790.0,"2,597,490",-0.054
2014-02-16,582,659,700,500,40130.0,"23,355,660",-0.308
2014-02-23,272,299,411,263,51440.0,"13,991,680",-0.546
2014-03-02,174,310,316,131,95120.0,"16,550,880",0.037
2014-03-09,662,544,695,545,1260.0,"834,120",0.755
2014-03-16,613,627,633,594,2630.0,"1,612,190",0.153
2014-03-23,606,619,622,602,3580.0,"2,169,480",-0.013
2014-03-30,567,551,572,531,3670.0,"2,080,890",-0.11
2014-04-06,444,446,473,422,4150.0,"1,842,600",-0.191
2014-04-13,462,455,485,448,3950.0,"1,824,900",0.02
2014-04-20,478,427,497,420,7620.0,"3,642,360",-0.062
2014-04-27,495,498,524,490,7350.0,"3,638,250",0.166
2014-05-04,441,443,451,420,4540.0,"2,002,140",-0.11
2014-05-11,430,436,443,426,3040.0,"1,307,200",-0.016
2014-05-18,438,433,441,430,1390.0,"608,820",-0.007
2014-05-25,443,450,451,441,1350.0,"598,050",0.039
2014-06-01,582,570,586,564,2960.0,"1,722,720",0.267
2014-06-08,655,649,662,625,4130.0,"2,705,150",0.139
2014-06-15,644,651,652,639,3260.0,"2,099,440",0.003
2014-06-22,599,582,606,580,3990.0,"2,390,010",-0.106
2014-06-29,591,603,604,582,2650.0,"1,566,150",0.036
2014-07-06,635,601,637,596,3830.0,"2,432,050",-0.003
2014-07-13,613,626,627,607,2530.0,"1,550,890",0.042
2014-07-20,618,628,629,616,2550.0,"1,575,900",0.003
2014-07-27,625,621,625,615,2530.0,"1,581,250",-0.011
2014-08-03,587,595,597,578,2330.0,"1,367,710",-0.042
2014-08-10,592,588,595,586,3420.0,"2,024,640",-0.012
2014-08-17,575,592,593,571,2570.0,"1,477,750",0.007
2014-08-24,462,485,493,450,6380.0,"2,947,560",-0.181
2014-08-31,502,509,511,499,2740.0,"1,375,480",0.049
2014-09-07,477,481,487,471,6790.0,"3,238,830",-0.055
2014-09-14,475,485,487,469,8140.000000000001,"3,866,500",0.008
2014-09-21,477,477,479,473,5630.0,"2,685,510",-0.016
2014-09-28,404,401,410,398,13520.0,"5,462,080",-0.159
2014-10-05,376,379,389,372,20690.0,"7,779,440",-0.055
2014-10-12,331,322,347,303,41170.0,"13,627,270",-0.15
2014-10-19,387,373,391,366,23580.0,"9,125,460",0.158
2014-10-26,380,387,387,378,10560.0,"4,012,800",0.038
2014-11-02,350,348,356,344,10600.0,"3,710,000",-0.101
2014-11-09,324,322,332,321,13430.0,"4,351,320",-0.075
2014-11-16,367,362,374,356,22810.0,"8,371,270",0.124
2014-11-23,384,385,412,378,27600.0,"10,598,400",0.064
2014-11-30,378,365,388,361,24570.0,"9,287,460",-0.052
2014-12-07,378,374,383,373,19670.0,"7,435,260",0.025
2014-12-14,365,376,377,364,22920.0,"8,365,800",0.005
2014-12-21,345,349,351,343,22160.0,"7,645,200",-0.072
2014-12-28,330,322,335,319,35360.0,"11,668,800",-0.077
2015-01-04,314,316,321,308,20360.0,"6,393,040",-0.019
2015-01-11,274,264,278,262,54990.0,"15,067,260",-0.165
2015-01-18,269,264,273,263,25390.0,"6,829,910",0.0
2015-01-25,215,210,219,205,31580.0,"6,789,700",-0.205
2015-02-01,269,252,310,251,105710.0,"28,435,990",0.2
2015-02-08,238,225,242,220,39020.0,"9,286,760",-0.107
2015-02-15,220,223,225,215,91690.0,"20,171,800",-0.009
2015-02-22,235,233,240,228,115470.0,"27,135,450",0.045
2015-03-01,238,235,240,231,62670.0,"14,915,460",0.009
2015-03-08,273,257,274,256,81090.0,"22,137,570",0.094
2015-03-15,290,274,293,273,151770.0,"44,013,300",0.066
2015-03-22,290,284,294,284,66340.0,"19,238,600",0.036
2015-03-29,265,268,271,259,81450.0,"21,584,250",-0.056
2015-04-05,246,242,248,236,85330.0,"20,991,180",-0.097
2015-04-12,255,259,261,252,45930.0,"11,712,150",0.07
2015-04-19,223,235,236,220,105150.0,"23,448,450",-0.093
2015-04-26,224,223,226,221,44870.0,"10,050,880",-0.051
2015-05-03,229,218,242,216,123410.0,"28,260,890",-0.022
2015-05-10,239,240,243,237,69120.0,"16,519,680",0.101
2015-05-17,241,240,243,238,57170.0,"13,777,970",0.0
2015-05-24,232,236,237,231,53140.0,"12,328,480",-0.017
2015-05-31,237,241,241,235,26390.0,"6,254,430",0.021
2015-06-07,223,229,231,221,87060.0,"19,414,380",-0.05
2015-06-14,228,223,229,223,74150.0,"16,906,200",-0.026
2015-06-21,237,233,238,233,63470.0,"15,042,390",0.045
2015-06-28,247,244,248,243,47590.0,"11,754,730",0.047
2015-07-05,257,248,257,248,92640.0,"23,808,480",0.016
2015-07-12,269,270,277,266,90580.0,"24,366,020",0.089
2015-07-19,290,310,310,276,146850.0,"42,586,500",0.148
2015-07-26,277,273,278,271,46600.0,"12,908,200",-0.119
2015-08-02,293,291,295,285,69710.0,"20,425,030",0.066
2015-08-09,281,281,285,278,45890.0,"12,895,090",-0.034
2015-08-16,263,263,266,260,48570.0,"12,773,910",-0.064
2015-08-23,257,257,259,252,47880.0,"12,305,160",-0.023
2015-08-30,211,226,228,207,196700.0,"41,503,700",-0.121
2015-09-06,229,228,231,224,54510.0,"12,482,790",0.009
2015-09-13,239,239,242,237,57190.0,"13,668,410",0.048
2015-09-20,229,230,232,226,61100.0,"13,991,900",-0.038
2015-09-27,226,231,231,225,53430.0,"12,075,180",0.004
2015-10-04,238,232,240,232,64280.0,"15,298,640",0.004
2015-10-11,240,238,240,236,61240.0,"14,697,600",0.026
2015-10-18,245,247,248,244,40390.0,"9,895,550",0.038
2015-10-25,263,261,266,259,58170.0,"15,298,710",0.057
2015-11-01,285,287,287,279,73210.0,"20,864,850",0.1
2015-11-08,359,323,365,319,223100.0,"80,092,900",0.125
2015-11-15,380,371,385,360,125540.0,"47,705,200",0.149
2015-11-22,330,317,332,314,87140.0,"28,756,200",-0.146
2015-11-29,322,322,325,319,42730.0,"13,759,060",0.016
2015-12-06,378,370,382,367,129770.00000000001,"49,053,060",0.149
2015-12-13,394,393,398,381,96750.0,"38,119,500",0.062
2015-12-20,442,434,449,428,218920.0,"96,762,640",0.104
2015-12-27,437,441,445,424,121990.0,"53,309,630",0.016
2016-01-03,421,422,429,417,68350.0,"28,775,350",-0.043
2016-01-10,433,430,435,428,53010.0,"22,953,330",0.019
2016-01-17,447,446,451,441,56590.0,"25,295,730",0.037
2016-01-24,384,382,387,373,69300.0,"26,611,200",-0.143
2016-01-31,392,402,403,386,67660.0,"26,522,720",0.052
2016-02-07,372,369,379,365,74350.0,"27,658,200",-0.082
2016-02-14,372,377,380,372,62240.0,"23,153,280",0.022
2016-02-21,401,405,410,396,86130.0,"34,538,130",0.074
2016-02-28,437,437,440,431,56010.0,"24,476,370",0.079
2016-03-06,436,432,441,429,68770.0,"29,983,720",-0.011
2016-03-13,414,406,416,402,61770.0,"25,572,780",-0.06
2016-03-20,414,412,416,411,49330.0,"20,422,620",0.015
2016-03-27,411,411,413,407,43160.0,"17,738,760",-0.002
2016-04-03,422,424,425,419,43450.0,"18,335,900",0.032
2016-04-10,419,419,420,416,33440.0,"14,011,360",-0.012
2016-04-17,421,420,422,418,36390.0,"15,320,190",0.002
2016-04-24,427,426,429,424,32580.0,"13,911,660",0.014
2016-05-01,461,457,466,451,81660.0,"37,645,260",0.073
2016-05-08,444,452,453,440,73850.0,"32,789,400",-0.011
2016-05-15,460,457,464,455,48420.0,"22,273,200",0.011
2016-05-22,454,458,459,450,36600.0,"16,616,400",0.002
2016-05-29,443,439,445,438,35900.0,"15,903,700",-0.041
2016-06-05,532,516,544,512,77530.0,"41,245,960",0.175
2016-06-12,583,574,586,571,63680.0,"37,125,440",0.112
2016-06-19,700,666,718,652,216730.0,"151,711,000",0.16
2016-06-26,734,761,764,717,112290.0,"82,420,860",0.143
2016-07-03,644,625,650,615,99810.0,"64,277,640",-0.179
2016-07-10,675,661,679,644,63910.0,"43,139,250",0.058
2016-07-17,646,647,657,640,45940.0,"29,677,240",-0.021
2016-07-24,670,676,680,664,42580.0,"28,528,600",0.045
2016-07-31,654,659,662,651,34380.0,"22,484,520",-0.025
2016-08-07,607,621,627,603,66660.0,"40,462,620",-0.058
2016-08-14,589,590,594,585,24880.0,"14,654,320",-0.05
2016-08-21,567,569,575,559,33770.0,"19,147,590",-0.036
2016-08-28,587,580,591,577,33560.0,"19,699,720",0.019
2016-09-04,574,575,578,571,23860.0,"13,695,640",-0.009
2016-09-11,605,609,610,598,25290.0,"15,300,450",0.059
2016-09-18,608,605,610,603,27950.0,"16,993,600",-0.007
2016-09-25,609,610,612,607,21240.0,"12,935,160",0.008
2016-10-02,606,601,608,598,27510.0,"16,671,060",-0.015
2016-10-09,611,610,613,608,21950.0,"13,411,450",0.015
2016-10-16,617,615,618,612,25230.0,"15,566,910",0.008
2016-10-23,637,640,641,634,27690.0,"17,638,530",0.041
2016-10-30,650,653,654,645,33240.0,"21,606,000",0.02
2016-11-06,698,697,707,682,38050.0,"26,558,900",0.067
2016-11-13,705,709,711,698,30740.0,"21,671,700",0.017
2016-11-20,704,702,708,696,37750.0,"26,576,000",-0.01
2016-11-27,736,728,744,726,32509.999999999996,"23,927,360",0.037
2016-12-04,733,729,738,727,34120.0,"25,009,960",0.001
2016-12-11,754,766,769,746,51170.0,"38,582,180",0.051
2016-12-18,778,767,781,767,28760.0,"22,375,280",0.001
2016-12-25,789,789,793,786,25460.0,"20,087,940",0.029
2017-01-01,898,891,909,885,38790.0,"34,833,420",0.129
2017-01-08,1017,995,1031,990,64950.0,"66,054,150",0.117
2017-01-15,899,900,910,870,62580.0,"56,259,420",-0.095
2017-01-22,827,821,836,817,33220.0,"27,472,940",-0.088
2017-01-29,921,918,928,910,32740.000000000004,"30,153,540",0.118
2017-02-05,920,914,922,911,19060.0,"17,535,200",-0.004
2017-02-12,1024,1016,1030,1010,32020.000000000004,"32,788,480",0.112
2017-02-19,995,996,1007,975,32910.0,"32,745,450",-0.02
2017-02-26,1077,1048,1081,1041,31010.0,"33,397,770",0.052
2017-03-05,1188,1171,1195,1164,35470.0,"42,138,360",0.117
2017-03-12,1277,1271,1280,1261,31030.0,"39,625,310",0.085
2017-03-19,1238,1225,1245,1205,60460.0,"74,849,480",-0.036
2017-03-26,1047,1022,1057,1005,61430.0,"64,317,210",-0.166
2017-04-02,1045,969,1048,961,91260.0,"95,366,700",-0.052
2017-04-09,1147,1097,1157,1095,98500.0,"112,979,500",0.132
2017-04-16,1206,1204,1214,1194,40010.0,"48,252,060",0.098
2017-04-23,1194,1176,1203,1172,46480.0,"55,497,120",-0.023
2017-04-30,1248,1249,1256,1234,38540.0,"48,097,920",0.062
2017-05-07,1415,1351,1448,1342,100440.0,"142,122,600",0.082
2017-05-14,1664,1554,1667,1552,107230.0,"178,430,720",0.15
2017-05-21,1708,1772,1776,1656,80240.0,"137,049,920",0.14
2017-05-28,2124,2044,2264,1998,174380.0,"370,383,120",0.153
2017-06-04,2278,2189,2337,2117,92240.0,"210,122,720",0.071
2017-06-11,2705,2524,2705,2523,86690.0,"234,496,450",0.153
2017-06-18,2656,2973,2985,2483,217960.0,"578,901,760",0.178
2017-06-25,2616,2539,2617,2518,81830.0,"214,067,280",-0.146
2017-07-02,2446,2541,2584,2327,165830.0,"405,620,180",0.001
2017-07-09,2572,2536,2617,2506,83420.0,"214,556,240",-0.002
2017-07-16,2344,2511,2530,2271,123800.0,"290,187,200",-0.01
2017-07-23,2233,1914,2233,1913,176890.0,"394,995,370",-0.238
2017-07-30,2763,2756,2798,2715,83010.0,"229,356,630",0.44
2017-08-06,2883,2766,2916,2723,91120.0,"262,698,960",0.004
2017-08-13,3401,3232,3425,3198,88110.0,"299,662,110",0.168
2017-08-20,4327,4062,4336,3978,128460.00000000001,"555,846,420",0.257
2017-08-27,4005,4066,4097,3966,90650.0,"363,053,250",0.001
2017-09-03,4390,4345,4403,4195,75490.0,"331,401,100",0.069
2017-09-10,4267,4612,4621,4098,170400.0,"727,096,800",0.061
2017-09-17,4217,4245,4364,4134,88760.0,"374,300,920",-0.08
2017-09-24,4100,3689,4122,3689,147930.0,"606,513,000",-0.131
2017-10-01,3932,3667,3971,3665,100200.0,"393,986,400",-0.006
2017-10-08,4401,4403,4477,4364,71200.0,"313,351,200",0.201
2017-10-15,4777,4611,4875,4556,110190.0,"526,377,630",0.047
2017-10-22,5759,5677,5795,5576,61360.0,"353,372,240",0.231
2017-10-29,5903,5982,6049,5644,137140.0,"809,537,420",0.054
2017-11-05,6124,6147,6226,6019,78620.0,"481,468,880",0.028
2017-11-12,6959,7389,7429,6934,159690.0,"1,111,282,710",0.202
2017-11-19,6522,5878,6760,5828,178340.0,"1,163,133,480",-0.204
2017-11-26,8244,8042,8294,7947,75700.0,"624,070,800",0.368
2017-12-03,9733,9318,9733,9316,106900.0,"1,040,457,700",0.159
2017-12-10,11623,11244,11624,10917,93170.0,"1,082,914,910",0.207
2017-12-17,16732,15060,17399,15024,159730.0,"2,672,602,360",0.339
2017-12-24,18972,19065,19221,18114,139250.0,"2,641,851,000",0.266
2017-12-31,13833,13790,14467,13010,107480.0,"1,486,770,840",-0.277
2018-01-07,13444,13850,13921,12877,78430.0,"1,054,412,920",0.004
2018-01-14,14976,16228,16302,13902,142450.0,"2,133,331,200",0.172
2018-01-21,13697,13695,14396,13475,73270.0,"1,003,579,190",-0.156
2018-01-28,10864,11597,11970,10136,201730.0,"2,191,594,720",-0.153
2018-02-04,11244,11794,11888,11119,137420.0,"1,545,150,480",0.017
2018-02-11,6938,8220,8383,6651,593890.0,"4,120,408,820",-0.303
2018-02-18,8903,8083,8984,8083,238670.0,"2,124,879,010",-0.017
2018-02-25,11169,10396,11250,10324,215200.0,"2,403,568,800",0.286
2018-03-04,10285,9590,10378,9410,235940.0,"2,426,642,900",-0.078
2018-03-11,11330,11415,11506,11281,162110.0,"1,836,706,300",0.19
2018-03-18,9137,9535,9892,8804,257910.00000000003,"2,356,523,670",-0.165
2018-03-25,8616,8200,8698,8127,316960.0,"2,730,927,360",-0.14
2018-04-01,8143,8474,8515,7865,247180.0,"2,012,786,740",0.033
2018-04-08,7068,6825,7121,6787,199310.0,"1,408,723,080",-0.195
2018-04-15,6781,7035,7192,6633,241190.0,"1,635,509,390",0.031
2018-04-22,8070,8362,8412,7908,197700.0,"1,595,439,000",0.189
2018-04-29,8952,8809,9001,8785,147540.0,"1,320,778,080",0.053
2018-05-06,9245,9415,9456,9135,156830.0,"1,449,893,350",0.069
2018-05-13,9431,9651,9675,9204,165080.0,"1,556,869,480",0.025
2018-05-20,8674,8693,8878,8305,212050.0,"1,839,321,700",-0.099
2018-05-27,8403,8529,8550,8375,115520.0,"970,714,560",-0.019
2018-06-03,7119,7367,7446,7090,152290.0,"1,084,152,510",-0.136
2018-06-10,7504,7729,7759,7468,141010.0,"1,058,139,040",0.049
2018-06-17,6885,6775,6910,6657,174880.0,"1,204,048,800",-0.123
2018-06-24,6719,6460,6794,6410,135700.0,"911,768,300",-0.046
2018-07-01,6256,6155,6331,6101,210690.0,"1,318,076,640",-0.047
2018-07-08,6619,6349,6680,6275,179920.0,"1,190,890,480",0.032
2018-07-15,6667,6715,6793,6637,289480.0,"1,929,963,160",0.058
2018-07-22,6729,6362,6749,6344,312120.0,"2,100,255,480",-0.053
2018-07-29,7723,7412,7809,7379,272150.0,"2,101,814,450",0.165
2018-08-05,8177,8214,8262,7874,242210.0,"1,980,551,170",0.108
